Date,S&P500,NASDAQ,DOWJONES,NIKKEI,HANGSENG,USDINR,USDJPY,USDCNY,INDIAVIX,VIX,CRUDE,GOLD,SILVER,NATGAS,COPPER,WHEAT,UST10Y,DOLLARINDEX
,^GSPC,^IXIC,^DJI,^N225,^HSI,INR=X,JPY=X,CNY=X,^INDIAVIX,^VIX,BZ=F,GC=F,SI=F,NG=F,HG=F,ZW=F,^TNX,DX-Y.NYB
2021-07-14,4374.2998046875,14644.9501953125,34933.23046875,28608.490234375,27787.4609375,74.65910339355469,110.59500122070312,6.46750020980835,12.59000015258789,16.329999923706055,74.76000213623047,1824.300048828125,26.246000289916992,3.6600000858306885,4.2769999504089355,645.0,1.3559999465942383,92.41000366210938
2021-07-15,4360.02978515625,14543.1298828125,34987.01953125,28279.08984375,27996.26953125,74.46910095214844,109.98400115966797,6.468299865722656,12.270000457763672,17.010000228881836,73.47000122070312,1828.4000244140625,26.375,3.614000082015991,4.333000183105469,672.0,1.2970000505447388,92.62000274658203
2021-07-16,4327.16015625,14427.240234375,34687.8515625,28003.080078125,28004.6796875,74.53700256347656,109.77799987792969,6.460100173950195,11.710000038146973,18.450000762939453,73.58999633789062,1814.5,25.777000427246094,3.6740000247955322,4.332499980926514,692.5,1.2999999523162842,92.69000244140625
2021-07-19,4258.490234375,14274.98046875,33962.0390625,27652.740234375,27489.779296875,74.63179779052734,109.8740005493164,6.4781999588012695,12.680000305175781,22.5,68.62000274658203,1808.699951171875,25.125999450683594,3.7790000438690186,4.2104997634887695,697.75,1.180999994277954,92.88999938964844
2021-07-20,4323.06005859375,14498.8798828125,34511.98828125,27388.16015625,27259.25,74.99340057373047,109.53399658203125,6.4893999099731445,13.210000038146973,19.729999542236328,69.3499984741211,1810.9000244140625,24.976999282836914,3.875999927520752,4.273499965667725,700.5,1.2089999914169312,92.97000122070312
2021-07-21,4358.68994140625,14631.9501953125,34798.0,27548.0,27224.580078125,74.5270004272461,109.91999816894531,6.48390007019043,,17.90999984741211,72.2300033569336,1802.9000244140625,25.238000869750977,3.9590001106262207,4.28249979019165,710.75,1.2799999713897705,92.75
2021-07-22,4367.47998046875,14684.599609375,34823.3515625,,27723.83984375,74.44020080566406,110.25499725341797,6.4670000076293945,11.890000343322754,17.690000534057617,73.79000091552734,1805.0,25.364999771118164,4.002999782562256,4.3480000495910645,692.25,1.2649999856948853,92.81999969482422
2021-07-23,4411.7900390625,14836.990234375,35061.55078125,,27321.98046875,74.4520034790039,110.13999938964844,6.469699859619141,11.760000228881836,17.200000762939453,74.0999984741211,1801.4000244140625,25.218000411987305,4.059999942779541,4.406499862670898,684.0,1.2860000133514404,92.91000366210938
2021-07-26,4422.2998046875,14840.7099609375,35144.30859375,27833.2890625,26192.3203125,74.44889831542969,110.54399871826172,6.480400085449219,12.449999809265137,17.579999923706055,74.5,1798.699951171875,25.295000076293945,4.1020002365112305,4.589000225067139,677.0,1.2760000228881836,92.6500015258789
2021-07-27,4401.4599609375,14660.580078125,35058.51953125,27970.220703125,25086.4296875,74.28949737548828,110.302001953125,6.4816999435424805,13.229999542236328,19.360000610351562,74.4800033569336,1799.5,24.631999969482422,3.9709999561309814,4.546000003814697,674.5,1.2339999675750732,92.43000030517578
